Session,Date of Measurement,Sample ID,δ13C,δ13C standard deviation,δ13C,δ18Omineral,δ18O standard deviation,δ18Omineral,δ47,δ47 standard deviation,Δ47,Δ47 standard error,Δ47,Δ47,δ48,δ48 standard deviation,Δ48,Δ48 standard deviation,δ49,δ49 standard deviation,Δ49 ,Δ49 standard deviation
,mm/dd/yy time,,"‰, VPDB",‰,"‰, VPDB, corrected to standards","‰, VPDB",‰,"‰, VPDB, corrected to standards","‰, vs. working gas",‰,"‰, vs. working gas",‰,"‰, CDES","‰, I-CDES","‰, vs. working gas",‰,"‰, vs. working gas",‰,"‰, vs. working gas",‰,"‰, vs. working gas",‰
4,6-2-22 6:30 PM,TRV1,1.35,0.00,0.96,-10.03,0.01,-9.60,8.640,0.015,-0.250,0.005,0.610,0.613,8.278,0.104,0.335,0.103,-7.734,1.795,-20.425,1.784
4,6-6-22 7:14 PM,ETH4,-9.68,0.00,-10.19,-19.28,0.01,-18.94,-11.800,0.024,-0.396,0.005,0.463,0.464,-11.415,0.129,-0.587,0.117,0.920,3.149,18.063,3.223
4,6-6-22 10:37 PM,TRV1,1.54,0.00,1.15,-10.12,0.01,-9.69,8.740,0.030,-0.250,0.009,0.610,0.613,8.085,0.152,0.313,0.138,-7.380,3.192,-20.090,3.168
4,6-7-22 3:48 PM,IAEA-603,2.91,0.00,2.54,-2.90,0.00,-2.39,17.323,0.020,-0.530,0.006,0.296,0.293,23.427,0.111,0.890,0.104,-11.917,2.355,-39.965,2.296
4,6-7-22 7:12 PM,CAR1,4.68,0.00,4.32,-5.27,0.01,-4.79,16.591,0.028,-0.519,0.009,0.308,0.306,18.410,0.182,0.736,0.169,-12.044,3.427,-37.190,3.354
4,6-8-22 3:03 PM,ETH1,2.45,0.00,2.07,-2.80,0.00,-2.29,16.891,0.025,-0.609,0.007,0.208,0.205,23.683,0.139,0.940,0.128,-13.052,2.657,-40.817,2.593
4,6-8-22 6:26 PM,ETH2,-9.72,0.00,-10.23,-19.18,0.01,-18.84,-11.950,0.037,-0.612,0.009,0.225,0.221,-11.327,0.153,-0.704,0.142,2.188,3.013,19.183,3.086
4,6-8-22 9:50 PM,ETH3,2.06,0.00,1.68,-2.51,0.00,-1.99,17.179,0.011,-0.251,0.004,0.603,0.607,24.418,0.054,1.076,0.051,-12.061,1.779,-40.043,1.734
4,6-9-22 1:15 AM,ETH4,-9.91,0.00,-10.41,-19.28,0.01,-18.94,-12.015,0.036,-0.398,0.008,0.461,0.462,-11.413,0.198,-0.590,0.187,1.682,4.350,19.061,4.447
4,6-10-22 2:16 PM,IAEA-C2,-7.76,0.00,-8.24,-9.46,0.00,-9.02,0.371,0.030,-0.230,0.010,0.637,0.641,9.516,0.117,0.433,0.117,-6.452,2.037,-11.313,2.032
4,6-10-22 5:41 PM,ETH1,2.34,0.00,1.96,-2.80,0.01,-2.29,16.797,0.061,-0.599,0.017,0.220,0.216,23.760,0.150,1.019,0.136,-16.195,4.534,-43.765,4.425
4,6-11-22 12:31 AM,ETH3,2.14,0.00,1.75,-2.40,0.01,-1.89,17.364,0.017,-0.241,0.005,0.614,0.617,24.523,0.145,0.972,0.136,-11.609,2.469,-39.873,2.404
4,6-11-22 3:55 AM,ETH4,-9.64,0.00,-10.15,-19.14,0.01,-18.80,-11.618,0.025,-0.400,0.007,0.458,0.459,-11.110,0.185,-0.566,0.180,-0.946,3.096,15.829,3.163
4,6-13-22 3:13 PM,IAEA-603,2.86,0.00,2.49,-2.94,0.01,-2.43,17.244,0.035,-0.518,0.009,0.309,0.307,23.415,0.177,0.957,0.162,-13.872,3.376,-41.737,3.299
4,6-14-22 4:59 AM,CAR1,4.61,0.00,4.25,-5.28,0.00,-4.80,16.507,0.027,-0.520,0.008,0.307,0.305,18.293,0.135,0.642,0.128,-12.025,2.951,-37.085,2.884
4,6-14-22 2:54 PM,ETH1,2.21,0.00,1.83,-2.75,0.00,-2.24,16.707,0.024,-0.614,0.008,0.203,0.199,23.814,0.142,0.966,0.137,-14.414,2.751,-42.014,2.676
4,6-15-22 4:38 AM,ETH4,-9.79,0.00,-10.29,-19.21,0.00,-18.87,-11.838,0.018,-0.415,0.006,0.442,0.442,-11.312,0.078,-0.642,0.079,0.842,2.624,17.929,2.673
4,6-16-22 1:20 AM,IAEA-C2,-7.80,0.00,-8.29,-9.43,0.00,-8.99,0.373,0.022,-0.212,0.007,0.657,0.661,9.583,0.117,0.446,0.115,-8.846,2.651,-13.706,2.639
4,6-16-22 4:47 AM,ETH2,-9.74,0.00,-10.24,-19.11,0.00,-18.76,-11.884,0.024,-0.615,0.008,0.222,0.218,-11.052,0.130,-0.584,0.126,-0.884,2.891,15.912,2.945
4,6-16-22 4:33 PM,ETH3,2.12,0.00,1.74,-2.40,0.00,-1.89,17.348,0.027,-0.243,0.009,0.612,0.616,24.515,0.055,0.967,0.048,-13.991,2.398,-42.171,2.338
4,6-17-22 11:57 AM,TRV1,1.50,0.00,1.11,-10.00,0.00,-9.56,8.817,0.028,-0.264,0.009,0.594,0.597,8.460,0.168,0.444,0.165,-11.825,2.503,-24.676,2.473
4,6-18-22 3:42 PM,TRV1,1.49,0.00,1.11,-9.85,0.01,-9.41,8.960,0.025,-0.269,0.008,0.588,0.591,8.636,0.135,0.310,0.141,-8.119,4.301,-21.317,4.235
4,6-18-22 7:06 PM,CAR1,4.69,0.00,4.33,-5.07,0.00,-4.59,16.800,0.014,-0.526,0.004,0.300,0.298,18.712,0.123,0.628,0.126,-11.715,4.251,-37.270,4.136
4,6-19-22 2:51 PM,IAEA-603,2.97,0.00,2.60,-2.69,0.00,-2.18,17.591,0.020,-0.532,0.007,0.293,0.290,23.822,0.091,0.859,0.095,-14.477,2.894,-42.904,2.807
4,6-20-22 4:33 AM,ETH4,-9.78,0.00,-10.28,-19.06,0.00,-18.72,-11.669,0.018,-0.401,0.007,0.457,0.457,-11.004,0.125,-0.621,0.131,4.027,2.390,20.858,2.422
4,6-21-22 5:35 PM,ETH1,2.37,0.00,1.99,-2.54,0.00,-2.03,17.069,0.020,-0.619,0.006,0.197,0.193,24.087,0.128,0.820,0.127,-10.155,2.342,-38.424,2.277
4,6-22-22 7:12 AM,TRV1,1.51,0.00,1.12,-9.87,0.01,-9.43,8.940,0.018,-0.275,0.007,0.582,0.585,8.439,0.140,0.162,0.141,-3.728,3.576,-16.953,3.530
4,6-22-22 3:05 PM,ETH3,2.13,0.00,1.75,-2.13,0.00,-1.61,17.643,0.019,-0.251,0.006,0.602,0.606,25.137,0.089,1.016,0.086,-12.833,3.206,-41.594,3.115
4,6-23-22 4:47 AM,IAEA-C2,-7.83,0.00,-8.32,-9.24,0.00,-8.80,0.499,0.017,-0.243,0.005,0.623,0.627,9.899,0.133,0.379,0.131,-3.888,2.368,-9.114,2.358
4,6-23-22 4:52 PM,ETH2,-9.63,0.00,-10.13,-18.99,0.00,-18.64,-11.662,0.022,-0.622,0.007,0.214,0.210,-10.885,0.093,-0.660,0.093,2.248,2.243,18.735,2.286
4,6-24-22 6:40 AM,TRV1,1.58,0.01,1.20,-9.78,0.01,-9.34,9.119,0.024,-0.265,0.006,0.593,0.596,8.747,0.145,0.284,0.131,-7.832,2.871,-21.254,2.853
4,6-24-22 5:14 PM,ETH2,-9.41,0.00,-9.91,-18.66,0.00,-18.31,-11.102,0.025,-0.615,0.008,0.221,0.218,-10.159,0.103,-0.598,0.105,2.363,3.783,17.940,3.840
4,6-25-22 7:04 AM,IAEA-C2,-7.79,0.00,-8.27,-9.24,0.01,-8.80,0.549,0.030,-0.239,0.010,0.628,0.631,9.880,0.106,0.363,0.118,-6.519,2.798,-11.774,2.767
4,6-25-22 4:17 PM,ETH4,-9.63,0.00,-10.14,-19.06,0.01,-18.71,-11.523,0.032,-0.408,0.009,0.449,0.450,-10.861,0.080,-0.493,0.070,0.389,2.154,16.997,2.204
4,6-26-22 5:59 AM,IAEA-603,2.90,0.00,2.53,-2.67,0.01,-2.16,17.548,0.024,-0.523,0.008,0.303,0.301,23.803,0.127,0.803,0.116,-10.570,3.091,-39.082,3.015
4,6-27-22 1:46 AM,ETH1,2.40,0.00,2.02,-2.51,0.00,-2.00,17.118,0.022,-0.625,0.008,0.191,0.187,24.145,0.100,0.824,0.093,-11.290,2.146,-39.605,2.095
4,7-3-22 2:56 PM,ETH3,2.22,0.00,1.84,-2.13,0.01,-1.62,17.730,0.023,-0.253,0.007,0.601,0.604,25.312,0.155,1.197,0.145,-13.606,2.760,-42.420,2.690
4,7-4-22 3:43 AM,IAEA-C2,-7.67,0.00,-8.16,-9.23,0.01,-8.79,0.682,0.025,-0.226,0.007,0.642,0.646,9.925,0.208,0.389,0.198,-5.875,4.406,-11.266,4.393
4,7-5-22 3:27 PM,ETH2,-9.44,0.00,-9.94,-18.92,0.00,-18.58,-11.408,0.021,-0.620,0.007,0.216,0.212,-10.652,0.115,-0.555,0.114,-0.327,3.080,15.791,3.136
5,7-20-22 3:10 PM,ETH1,2.76,0.00,2.04,-2.57,0.01,-2.14,17.437,0.023,-0.618,0.006,0.183,0.192,24.455,0.174,0.945,0.165,-16.176,3.065,-44.734,2.987
5,7-20-22 6:33 PM,ETH2,-9.44,0.00,-10.15,-19.00,0.00,-18.66,-11.488,0.025,-0.631,0.009,0.189,0.198,-10.521,0.099,-0.553,0.099,-1.107,2.640,15.011,2.687
5,7-20-22 9:56 PM,ETH3,2.45,0.00,1.73,-2.13,0.00,-1.70,17.952,0.018,-0.255,0.005,0.591,0.603,25.453,0.151,1.048,0.141,-16.443,3.115,-45.526,3.032
5,7-21-22 1:20 AM,ETH4,-9.53,0.00,-10.24,-19.15,0.00,-18.81,-11.495,0.020,-0.396,0.008,0.452,0.464,-10.728,0.160,-0.456,0.154,-2.255,3.254,14.245,3.319
5,7-21-22 4:43 AM,TRV1,1.73,0.00,1.02,-9.91,0.01,-9.52,9.133,0.019,-0.276,0.005,0.572,0.585,8.833,0.083,0.339,0.074,-9.625,3.146,-23.061,3.118
5,7-21-22 4:23 PM,ETH1,2.75,0.00,2.03,-2.59,0.01,-2.16,17.412,0.027,-0.605,0.008,0.198,0.207,24.282,0.122,0.821,0.111,-15.631,2.529,-44.152,2.465
5,7-21-22 7:46 PM,ETH2,-9.41,0.00,-10.11,-19.01,0.01,-18.66,-11.464,0.027,-0.636,0.008,0.183,0.192,-10.543,0.141,-0.565,0.135,-0.225,2.990,15.882,3.049
5,7-21-22 11:09 PM,ETH3,2.39,0.00,1.67,-2.14,0.01,-1.71,17.905,0.024,-0.242,0.007,0.605,0.618,25.440,0.150,1.046,0.140,-18.523,2.539,-47.483,2.475
5,7-22-22 2:34 AM,ETH4,-9.55,0.00,-10.26,-19.11,0.01,-18.77,-11.476,0.021,-0.405,0.007,0.442,0.453,-10.592,0.123,-0.397,0.118,-7.015,3.225,9.347,3.295
5,7-22-22 5:58 AM,CAR1,4.80,0.00,4.08,-5.16,0.01,-4.75,16.821,0.021,-0.530,0.006,0.283,0.292,18.824,0.117,0.621,0.108,-13.763,3.443,-39.347,3.366
5,7-22-22 3:21 PM,IAEA-C2,-7.49,0.00,-8.20,-9.48,0.00,-9.08,0.623,0.024,-0.231,0.006,0.629,0.642,9.764,0.175,0.426,0.168,-9.525,2.692,-14.747,2.687
5,7-23-22 4:59 AM,ETH2,-9.50,0.00,-10.21,-18.95,0.01,-18.61,-11.479,0.016,-0.618,0.005,0.204,0.213,-10.319,0.148,-0.446,0.145,-3.482,2.552,12.558,2.605
5,7-23-22 6:55 PM,IAEA-603,3.13,0.00,2.41,-2.83,0.00,-2.40,17.615,0.027,-0.533,0.009,0.279,0.289,23.785,0.076,0.811,0.075,-16.191,2.426,-44.601,2.362
5,7-24-22 11:56 AM,CAR1,4.89,0.00,4.17,-5.18,0.00,-4.76,16.891,0.019,-0.531,0.006,0.282,0.291,18.785,0.066,0.620,0.067,-13.301,2.256,-38.947,2.202
5,7-25-22 4:35 PM,ETH1,2.56,0.00,1.84,-2.55,0.01,-2.12,17.250,0.025,-0.623,0.006,0.178,0.186,24.454,0.074,0.908,0.069,-15.284,2.212,-43.710,2.161
5,7-26-22 9:33 AM,IAEA-C2,-7.50,0.00,-8.21,-9.32,0.01,-8.93,0.765,0.030,-0.235,0.009,0.624,0.637,10.008,0.170,0.352,0.157,-8.748,4.582,-14.272,4.573
5,7-28-22 7:14 PM,ETH4,-9.56,0.00,-10.27,-19.15,0.00,-18.80,-11.528,0.016,-0.404,0.005,0.443,0.454,-10.726,0.137,-0.466,0.135,-2.165,3.285,14.357,3.344
5,7-29-22 4:13 PM,IAEA-603,3.22,0.00,2.50,-2.69,0.00,-2.27,17.855,0.016,-0.521,0.005,0.293,0.302,24.179,0.145,0.921,0.137,-15.725,3.699,-44.492,3.599
5,7-29-22 7:35 PM,TRV1,1.92,0.00,1.21,-9.88,0.00,-9.49,9.351,0.023,-0.277,0.008,0.572,0.584,8.922,0.120,0.369,0.117,-10.952,2.301,-24.612,2.274
5,8-1-22 2:47 PM,ETH3,2.53,0.00,1.81,-2.12,0.00,-1.69,18.056,0.027,-0.251,0.008,0.594,0.607,25.449,0.148,1.008,0.138,-17.693,3.684,-46.853,3.583
5,8-1-22 6:10 PM,CAR1,5.25,0.00,4.52,-5.08,0.00,-4.66,17.365,0.022,-0.514,0.008,0.300,0.310,19.044,0.148,0.667,0.140,-14.078,3.482,-40.244,3.396
5,8-2-22 7:47 AM,ETH2,-9.54,0.00,-10.24,-18.97,0.00,-18.62,-11.537,0.032,-0.620,0.010,0.201,0.210,-10.405,0.105,-0.501,0.101,-2.730,3.267,13.394,3.328
5,8-3-22 1:47 AM,ETH1,2.74,0.00,2.02,-2.58,0.00,-2.16,17.396,0.026,-0.615,0.008,0.187,0.196,24.284,0.121,0.805,0.114,-15.806,3.492,-44.325,3.397
5,8-3-22 5:21 PM,IAEA-C2,-7.32,0.00,-8.03,-9.36,0.00,-8.97,0.892,0.023,-0.240,0.007,0.619,0.632,9.914,0.112,0.344,0.110,-9.792,3.384,-15.404,3.369
5,8-4-22 2:57 PM,ETH4,-9.37,0.00,-10.08,-19.18,0.00,-18.84,-11.378,0.010,-0.398,0.004,0.450,0.461,-10.881,0.106,-0.547,0.104,-1.495,2.515,14.923,2.558
5,8-5-22 7:56 AM,TRV1,1.61,0.00,0.89,-9.86,0.00,-9.46,9.079,0.020,-0.266,0.007,0.584,0.597,8.896,0.130,0.294,0.125,-11.288,3.032,-24.688,2.997
5,8-8-22 3:45 PM,ETH3,2.55,0.00,1.83,-2.20,0.00,-1.77,17.991,0.019,-0.253,0.006,0.592,0.605,25.203,0.127,0.927,0.121,-12.042,3.761,-41.238,3.655
5,8-9-22 5:19 AM,CAR1,4.97,0.00,4.25,-5.12,0.00,-4.70,17.035,0.023,-0.532,0.007,0.281,0.290,18.924,0.090,0.636,0.086,-11.560,3.287,-37.447,3.206
5,8-9-22 3:21 PM,ETH3,2.56,0.00,1.84,-2.21,0.00,-1.78,18.002,0.012,-0.238,0.004,0.610,0.622,25.148,0.118,0.896,0.115,-11.944,3.611,-41.130,3.512
5,8-10-22 5:00 AM,TRV1,1.79,0.00,1.07,-9.94,0.00,-9.55,9.168,0.030,-0.259,0.010,0.592,0.605,8.721,0.135,0.297,0.131,-5.847,2.817,-19.321,2.782
5,8-10-22 3:40 PM,ETH2,-9.21,0.00,-9.92,-18.98,0.00,-18.63,-11.226,0.015,-0.617,0.004,0.205,0.214,-10.521,0.104,-0.597,0.099,5.250,3.508,21.189,3.571
5,8-11-22 1:51 AM,CAR1,4.99,0.00,4.27,-5.19,0.01,-4.77,16.990,0.016,-0.523,0.006,0.291,0.301,18.655,0.080,0.506,0.076,-9.991,1.341,-35.809,1.315
5,8-11-22 2:53 PM,ETH1,2.99,0.00,2.27,-2.61,0.00,-2.18,17.634,0.029,-0.599,0.009,0.205,0.214,24.181,0.095,0.754,0.091,-12.770,3.118,-41.569,3.031
5,8-12-22 4:29 AM,TRV1,1.76,0.00,1.04,-9.92,0.00,-9.53,9.149,0.013,-0.270,0.004,0.579,0.592,8.691,0.101,0.228,0.097,-5.813,3.929,-19.298,3.881
5,8-12-22 3:36 PM,ETH4,-9.66,0.00,-10.37,-19.13,0.00,-18.78,-11.603,0.015,-0.403,0.006,0.445,0.456,-10.734,0.076,-0.507,0.075,5.455,2.423,22.172,2.463
5,8-12-22 6:59 PM,IAEA-603,3.41,0.00,2.69,-2.74,0.00,-2.31,17.998,0.021,-0.507,0.007,0.308,0.318,23.873,0.092,0.718,0.088,-11.424,2.091,-40.406,2.033
5,8-13-22 8:37 AM,CAR1,4.92,0.00,4.20,-5.12,0.00,-4.71,16.983,0.026,-0.523,0.009,0.290,0.300,18.798,0.094,0.515,0.094,-9.705,3.337,-35.589,3.252
5,8-13-22 5:23 PM,ETH4,-9.66,0.00,-10.37,-19.09,0.00,-18.74,-11.564,0.025,-0.408,0.008,0.439,0.450,-10.653,0.091,-0.513,0.089,6.548,1.580,23.192,1.612
5,8-14-22 6:59 AM,IAEA-603,3.13,0.00,2.41,-2.75,0.00,-2.32,17.706,0.020,-0.521,0.006,0.292,0.302,23.849,0.047,0.705,0.041,-12.091,3.547,-40.780,3.449
5,8-14-22 2:56 PM,ETH2,-9.52,0.00,-10.23,-19.01,0.00,-18.67,-11.565,0.027,-0.625,0.009,0.196,0.205,-10.452,0.145,-0.463,0.149,3.071,2.854,19.360,2.902
5,8-15-22 4:31 AM,TRV1,1.72,0.00,1.00,-9.85,0.00,-9.46,9.197,0.018,-0.260,0.005,0.591,0.604,8.921,0.158,0.301,0.152,-7.437,3.652,-21.009,3.609
5,8-15-22 3:00 PM,IAEA-603,3.29,0.00,2.58,-2.70,0.00,-2.27,17.919,0.020,-0.519,0.006,0.294,0.304,23.992,0.113,0.753,0.106,-12.486,3.027,-41.408,2.942
5,8-16-22 4:36 AM,CAR1,4.94,0.00,4.22,-5.06,0.00,-4.64,17.072,0.020,-0.525,0.006,0.288,0.298,18.997,0.096,0.589,0.093,-12.395,3.255,-38.349,3.172
5,8-16-22 2:50 PM,TRV1,1.98,0.00,1.26,-9.87,0.00,-9.47,9.447,0.027,-0.250,0.009,0.602,0.615,8.892,0.094,0.309,0.094,-8.692,3.129,-22.469,3.087
5,8-17-22 4:24 AM,ETH1,2.63,0.00,1.91,-2.66,0.00,-2.23,17.202,0.019,-0.617,0.006,0.185,0.194,24.023,0.119,0.706,0.115,-13.158,4.065,-41.499,3.953
5,8-17-22 2:41 PM,CAR1,5.25,0.00,4.53,-5.11,0.00,-4.69,17.339,0.022,-0.512,0.008,0.303,0.313,18.895,0.102,0.582,0.103,-11.781,2.221,-37.954,2.165
5,8-18-22 4:17 AM,ETH3,2.37,0.00,1.65,-2.09,0.00,-1.66,17.918,0.027,-0.252,0.009,0.593,0.606,25.344,0.083,0.856,0.080,-12.813,3.846,-42.016,3.734
5,8-18-22 4:23 PM,TRV1,2.09,0.00,1.37,-9.86,0.00,-9.47,9.541,0.016,-0.268,0.005,0.582,0.595,8.878,0.131,0.279,0.127,-7.231,2.745,-21.149,2.709
5,8-19-22 6:01 AM,ETH4,-9.57,0.00,-10.28,-19.10,0.00,-18.76,-11.498,0.017,-0.411,0.006,0.436,0.447,-10.621,0.050,-0.442,0.052,5.038,2.807,21.606,2.856
5,8-19-22 5:01 PM,CAR1,5.14,0.00,4.42,-5.11,0.00,-4.70,17.209,0.025,-0.525,0.008,0.288,0.298,18.836,0.093,0.531,0.090,-11.473,3.118,-37.538,3.037
5,8-20-22 6:39 AM,IAEA-C2,-7.64,0.00,-8.35,-9.29,0.00,-8.90,0.662,0.016,-0.227,0.004,0.633,0.646,10.042,0.115,0.332,0.111,-4.127,2.905,-9.589,2.893
5,8-22-22 3:37 PM,ETH4,-9.30,0.00,-10.01,-19.14,0.00,-18.80,-11.266,0.021,-0.405,0.007,0.442,0.454,-10.700,0.067,-0.450,0.067,3.810,4.671,20.150,4.747
5,8-23-22 5:12 AM,CAR1,5.00,0.00,4.28,-5.10,0.00,-4.69,17.082,0.025,-0.527,0.009,0.285,0.295,18.917,0.095,0.598,0.091,-13.119,2.525,-39.024,2.461
5,8-23-22 4:40 PM,ETH2,-9.18,0.00,-9.89,-18.94,0.00,-18.59,-11.159,0.015,-0.616,0.005,0.206,0.215,-10.454,0.078,-0.610,0.082,6.447,2.139,22.291,2.172
5,8-24-22 6:14 AM,IAEA-C2,-7.58,0.00,-8.29,-9.33,0.00,-8.94,0.689,0.027,-0.224,0.010,0.637,0.650,9.949,0.125,0.320,0.122,-3.577,3.714,-9.030,3.696
5,8-25-22 3:17 PM,ETH1,2.84,0.00,2.12,-2.64,0.00,-2.22,17.435,0.007,-0.611,0.002,0.192,0.200,24.115,0.092,0.763,0.089,-12.925,3.105,-41.506,3.016
5,8-26-22 4:53 AM,ETH3,2.35,0.00,1.64,-2.16,0.00,-1.73,17.834,0.028,-0.248,0.008,0.599,0.612,25.261,0.087,0.912,0.082,-13.238,3.039,-42.279,2.955
5,8-26-22 3:09 PM,ETH4,-9.27,0.00,-9.98,-19.10,0.00,-18.75,-11.205,0.025,-0.415,0.007,0.431,0.443,-10.719,0.071,-0.558,0.070,5.990,3.402,22.250,3.458
5,8-27-22 4:46 AM,TRV1,1.80,0.00,1.08,-9.91,0.00,-9.52,9.212,0.026,-0.260,0.008,0.591,0.603,8.778,0.074,0.286,0.074,-8.048,3.137,-21.572,3.093
5,8-27-22 12:46 PM,ETH2,-9.33,0.00,-10.04,-19.03,0.00,-18.69,-11.404,0.021,-0.626,0.007,0.194,0.203,-10.525,0.092,-0.494,0.091,4.604,3.857,20.766,3.918
5,8-28-22 5:43 AM,TRV1,1.91,0.00,1.19,-9.89,0.00,-9.50,9.329,0.019,-0.263,0.007,0.587,0.600,8.734,0.101,0.196,0.100,-3.826,3.309,-17.554,3.261
5,8-28-22 11:44 AM,ETH1,2.84,0.00,2.12,-2.70,0.01,-2.27,17.387,0.015,-0.592,0.007,0.213,0.222,23.971,0.120,0.736,0.114,-14.263,3.609,-42.694,3.508
5,8-29-22 4:54 PM,CAR1,5.12,0.00,4.40,-5.13,0.01,-4.71,17.169,0.036,-0.522,0.010,0.292,0.301,18.808,0.074,0.534,0.074,-13.558,3.166,-39.520,3.090
5,8-29-22 8:17 PM,ETH1,2.78,0.00,2.06,-2.57,0.01,-2.14,17.453,0.014,-0.601,0.005,0.203,0.212,24.160,0.093,0.661,0.091,-14.661,2.255,-43.274,2.193
5,8-30-22 3:42 PM,ETH3,2.63,0.00,1.91,-2.11,0.00,-1.68,18.144,0.014,-0.258,0.005,0.587,0.600,25.235,0.054,0.796,0.050,-14.366,1.959,-43.723,1.902
5,8-31-22 5:16 AM,TRV1,1.85,0.00,1.13,-9.93,0.00,-9.54,9.221,0.017,-0.275,0.005,0.575,0.587,8.688,0.052,0.242,0.053,-4.722,1.373,-18.293,1.352
5,9-1-22 1:49 AM,ETH4,-9.56,0.00,-10.27,-19.09,0.01,-18.74,-11.452,0.021,-0.393,0.008,0.456,0.467,-10.687,0.160,-0.547,0.155,6.668,3.438,23.209,3.502
5,9-1-22 5:13 AM,IAEA-C2,-7.73,0.01,-8.44,-9.31,0.01,-8.91,0.570,0.031,-0.224,0.008,0.637,0.650,10.000,0.135,0.317,0.128,-4.478,3.597,-9.829,3.595
5,9-1-22 2:48 PM,ETH2,-9.44,0.00,-10.14,-19.00,0.00,-18.66,-11.475,0.016,-0.624,0.006,0.197,0.206,-10.454,0.078,-0.479,0.083,4.834,3.675,21.049,3.737
5,9-2-22 5:02 PM,ETH2,-9.81,0.00,-10.52,-18.91,0.00,-18.57,-11.767,0.018,-0.645,0.006,0.174,0.182,-10.327,0.090,-0.539,0.087,6.076,2.132,22.505,2.173
5,9-3-22 6:46 AM,CAR1,4.83,0.00,4.11,-5.06,0.01,-4.64,16.950,0.043,-0.527,0.013,0.287,0.296,18.837,0.136,0.432,0.129,-9.668,4.638,-35.580,4.527
5,9-4-22 2:12 PM,ETH3,2.31,0.00,1.59,-2.28,0.00,-1.85,17.663,0.024,-0.247,0.008,0.600,0.613,24.940,0.070,0.848,0.067,-13.262,2.226,-42.022,2.164
5,9-5-22 3:49 AM,CAR1,4.89,0.00,4.17,-5.15,0.01,-4.73,16.922,0.021,-0.531,0.006,0.282,0.291,18.716,0.139,0.491,0.135,-12.654,3.289,-38.379,3.211
5,9-5-22 3:22 PM,IAEA-C2,-7.54,0.00,-8.25,-9.48,0.00,-9.09,0.588,0.023,-0.215,0.008,0.647,0.660,9.586,0.070,0.256,0.073,-3.483,1.856,-8.684,1.845
5,9-6-22 4:55 AM,IAEA-603,3.04,0.00,2.32,-2.85,0.00,-2.42,17.512,0.016,-0.522,0.005,0.291,0.301,23.608,0.105,0.679,0.102,-15.487,2.635,-43.795,2.563
5,9-6-22 3:28 PM,ETH1,2.76,0.00,2.04,-2.64,0.00,-2.21,17.365,0.015,-0.600,0.005,0.204,0.213,24.025,0.095,0.670,0.093,-14.458,3.051,-42.920,2.963
5,9-7-22 3:41 PM,CAR1,4.83,0.00,4.11,-5.19,0.00,-4.78,16.829,0.018,-0.523,0.006,0.291,0.301,18.693,0.125,0.555,0.123,-14.974,3.443,-40.499,3.356
5,9-8-22 5:20 AM,TRV1,1.59,0.00,0.88,-9.92,0.00,-9.53,8.986,0.016,-0.266,0.006,0.584,0.597,8.577,0.111,0.117,0.112,-5.498,2.335,-18.823,2.303
5,9-8-22 1:59 PM,ETH3,2.19,0.00,1.47,-2.33,0.00,-1.90,17.491,0.029,-0.254,0.010,0.592,0.604,24.758,0.136,0.758,0.134,-15.782,4.285,-44.270,4.163
5,9-9-22 3:36 AM,IAEA-603,3.08,0.00,2.36,-2.79,0.01,-2.36,17.604,0.022,-0.527,0.008,0.286,0.295,23.638,0.119,0.587,0.110,-14.913,2.521,-43.389,2.451
5,9-9-22 3:56 PM,ETH2,-9.52,0.00,-10.23,-19.21,0.00,-18.87,-11.752,0.027,-0.607,0.010,0.216,0.225,-11.031,0.151,-0.637,0.151,6.717,3.977,23.482,4.046
5,9-9-22 10:43 PM,ETH4,-9.50,0.00,-10.21,-19.32,0.01,-18.97,-11.641,0.018,-0.405,0.006,0.443,0.454,-11.136,0.098,-0.528,0.092,6.991,3.092,23.962,3.154
5,9-12-22 3:49 PM,ETH2,-9.40,0.00,-10.11,-19.26,0.00,-18.92,-11.708,0.025,-0.621,0.008,0.201,0.210,-11.113,0.102,-0.617,0.101,10.940,2.599,27.757,2.639
5,9-12-22 7:17 PM,CAR1,5.17,0.00,4.45,-5.35,0.00,-4.94,16.995,0.023,-0.512,0.008,0.303,0.312,18.222,0.090,0.408,0.089,-10.591,3.309,-36.245,3.221
5,9-13-22 5:23 PM,IAEA-C2,-7.46,0.00,-8.17,-9.38,0.00,-8.98,0.754,0.025,-0.233,0.008,0.627,0.640,9.861,0.089,0.319,0.089,-6.881,3.802,-12.348,3.782
5,9-14-22 3:34 AM,TRV1,1.81,0.00,1.09,-9.95,0.00,-9.56,9.161,0.023,-0.275,0.008,0.575,0.587,8.546,0.105,0.144,0.107,-6.935,3.004,-20.398,2.962
5,9-15-22 2:00 AM,ETH1,2.59,0.00,1.87,-2.60,0.00,-2.17,17.240,0.021,-0.606,0.007,0.198,0.206,24.020,0.094,0.584,0.092,-15.958,2.586,-44.300,2.512
5,9-15-22 5:24 AM,TRV1,1.71,0.00,1.00,-9.98,0.00,-9.59,9.043,0.025,-0.272,0.008,0.577,0.590,8.632,0.057,0.281,0.056,-9.088,3.372,-22.375,3.328
5,9-15-22 3:12 PM,ETH2,-9.40,0.00,-10.11,-19.08,0.00,-18.73,-11.509,0.020,-0.610,0.006,0.213,0.222,-10.599,0.142,-0.472,0.144,6.472,4.724,22.840,4.801
