DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
435,2.977546556,0.064402022,-0.491804587,0.147501711,,,,161.1764374,132.6759057,199.375121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,3.224942934,0.052804613,-0.460076472,0.177304899,56.76801055,13.95797893,29.27401052,162.7427467,133.231718,201.3316986,,,,,,,11.78729823,282.6336124,31359.37762,2.754585147,166.286031,812.2772601,902.5759848,97.24541485,407.531815,1103.280057,,6812.348444,2.212626384,12.1214592,290.6495495,32247.13521,28.32660828,171.0033745,835.2946869,928.1484858,419.0755679,1134.524316,,7005.313057,2.275286433,427.836992,10254.24455,1139801.402,6031.525469,29495.2682,32778.80907,35.32466855,14803.75893,40086.16296,,247463.9215,80.39306294
445,3.713723027,0.04689555,-0.044364684,0.14947632,66.56401395,13.36616891,20.06981714,164.3160044,133.8529857,203.4300882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.386891487,0.025351389,-0.183586627,0.12945561,,,,165.9559655,134.6455827,205.4850547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,3.319356645,0.064038482,-0.231285314,0.191188465,,,,167.6719345,135.6489913,207.8562085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.748380821,0.070156966,-0.351658185,0.245562168,70.30430233,16.09632915,13.59936852,169.3107974,136.7864705,210.0555532,,,,,-1.379983409,0.140354186,14.43355884,283.2491103,31494.1262,2.960113484,578.1156852,847.8856188,945.6740256,97.03988652,163.4589217,1263.194914,,7565.129476,1.378667326,14.87389895,291.8891455,32455.02877,30.50412465,595.7469815,873.7501326,974.5193939,168.445231,1301.731923,,7795.900974,1.420729139,487.5577256,9569.446912,1063771.648,19534.74339,28644.15508,31950.05791,32.78368598,5522.097987,42670.70913,,255573.8525,46.5692007
465,3.366969339,0.06220465,-0.057313626,0.131690657,,,,171.0097696,138.0029607,212.5777463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2.844166291,0.063188247,0.127344041,0.160679649,,,,172.6647421,139.1770568,214.9151853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2.99262747,0.035908357,-0.030735511,0.082144406,,,,174.4245341,140.4307609,217.409959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.110232143,0.092217855,0.001272439,0.50891494,47.55033427,22.98045407,29.46921165,176.1717434,141.5247875,220.0624384,,,,,,,14.29756295,252.2089987,35043.28217,4.353066334,150.3728125,666.1496377,773.2044893,95.64693367,377.5194337,1042.878636,,5518.636219,0.846055113,14.95261089,263.6945209,36648.80263,45.51191127,157.2139347,696.4548547,808.3966079,394.7021246,1090.418371,,5769.874809,0.884578367,326.366793,5790.675766,799923.9911,3455.822392,15309.66766,17762.00146,21.97324674,8672.335382,23921.45383,,126744.826,19.42810273
485,2.997161333,0.048175792,0.039744539,0.247845816,,,,178.0545012,142.7050124,222.6882077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2.981346957,0.020419352,0.313889654,0.126760555,,,,179.9208966,143.8459986,225.5239919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,3.202451164,0.064753038,-0.112633884,0.112754691,,,,182.3429199,144.9707246,229.1438642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,3.197775105,0.116673663,0.007496569,0.108107277,49.47010818,17.22434626,33.30554556,183.9863045,145.6172975,231.5957706,,,,,,,11.29346825,247.6823427,,3.455393454,159.8274149,730.1133037,833.2261777,96.54460655,565.6590938,940.3890378,,6288.002044,1.02854406,11.69791889,256.5492534,,35.79076311,165.5496419,756.2454473,863.0514223,585.9048379,974.0495326,,6513.071202,1.065360932,326.6715368,7166.9519,,4624.400528,21130.95123,24113.29765,27.94290533,16371.52601,27215.05076,,181979.9577,29.7655433
505,2.777509175,0.124949014,0.430742384,0.93842348,,,,186.0449369,146.0910342,234.7201404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2.911622513,0.060001844,0.018107899,0.148369779,,,,188.2150094,146.5139389,237.9531974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,3.286988086,0.051820332,0.028303006,0.379606423,,,,190.4977684,146.8783117,241.4924098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,3.791313389,0.044011006,-0.088527113,0.257656803,,,,192.9251002,147.2403613,245.4985654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,3.185405702,0.072269805,0.071350488,0.162039392,,,,195.4281344,147.5599821,249.4024044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2.737043433,0.090235502,0.098498565,0.3804974,,,,198.2511356,147.8193386,253.9817744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2.584840162,0.072515442,-0.15752696,0.147550341,51.38237469,10.55656014,38.06106517,201.69588,148.3229179,259.8983435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2.539566931,0.074767877,-0.329834818,0.182029843,,,,202.1136862,146.2328155,259.9814027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
