DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
570,1.857323172,0.086878982,3.321906537,0.121463836,,,,136.0927745,129.2371751,140.6893963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1.774416753,0.093294348,3.412448101,0.272198635,,,,136.4569318,129.445467,140.8083986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1.693943491,0.11213807,3.201117048,0.290262845,,,,136.8207816,129.6727184,140.9361355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1.511078778,0.163511645,2.831523348,0.403694015,,,,137.2001166,129.924781,141.0769613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,1.469082999,0.074288534,2.853673502,0.465071416,,,,137.5747979,130.2260567,141.221863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1.100719439,0.057358986,2.780797024,0.212321282,,,,137.9573486,130.629362,141.380873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1.693264698,0.037246716,3.085978055,0.168875965,10.00070202,0,89.99929798,138.3508709,131.0132065,141.5743717,,,,,,,15.38557177,151.7128481,46276.81104,3.351014019,454.289406,786.7191509,2325.654186,96.64898598,393.6626326,3520.351761,10.1378314,2117.427056,0.243739689,15.89720485,156.9940007,47884.85873,34.6737333,470.0582656,813.0739339,2407.690998,407.34224,3645.104668,10.5004923,2191.074333,0.252185949,478.1578717,4516.260158,1380006.166,13561.91116,24283.80106,68344.60594,28.88336332,11739.06623,102987.2303,293.7271382,63086.3897,7.287975198
605,1.515621359,0.076261903,2.757038093,0.184306305,,,,138.7733496,131.7711358,141.8194169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1.516059486,0.085955559,2.713920751,0.178228855,,,,139.2402813,133.0421136,142.1295695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1.560845151,0.086898763,2.523449966,0.129811222,,,,139.8719274,135.5602508,142.6873586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1.382907928,0.106690434,2.618853573,0.30128878,,,,139.9540084,137.2343912,142.7122736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
